0,까치구멍집,,"전통의 맛입니다.
3대가 이어 만드는 맛이라 앞으로도 기대돼요 😁",22.11.24.목
0,까치구멍집,,여행 갔다가 혼자 점심 먹을 수 있는 곳이어서 좋았어요,22.12.10.토
0,까치구멍집,,리뷰랑 완저히 달라요.실망스럽고. 음식도 별로예요,22.11.19.토
0,까치구멍집,,,1.1.일
0,까치구멍집,5,좋와요,21.10.14.목
0,까치구멍집,2.5,불친절,21.8.2.월
0,까치구멍집,2.5,,21.8.15.일
0,까치구멍집,3.5,,21.7.31.토
0,까치구멍집,4,,21.8.28.토
0,까치구멍집,5,,20.1.27.월
0,까치구멍집,2.5,,20.6.6.토
1,북경관,,"추천받고 간 중화요리집입니다..
작고 오래된 음식점이지만 맛이 좋아요..
코스 요리 25000원 주문했어요. 5가지 요리가 나옵니다..",22.12.18.일
1,북경관,,음식 맛있어요~ 단점은 음식이 늦게 나온다는거 ㅜ,1.1.일
1,북경관,,"간짜장 미친 맛집 ,,, 다음에 이 근처 오면 또 올 것 같아요 ! 혼밥도 허락해주시고 아주 맛있습니다^.^",22.12.2.금
1,북경관,,"요리들다 맛있어요ㅡ 요리에 술한잔 하기 너무 좋고, 짬뽕 시키면 2명 그릇에 나눠주시는 센스에 반해서 벌써 3번 갔어요,,",22.12.7.수
1,북경관,,"맛은 너무 자극적이지않고 좋았어요 근데 내부사정인지 음식이 심하게 늦게 나왔습니다… 탕수육은 30분, 간짜장은 50분가량 기다렸
어요 ㅎ 오래 기다려야한다 이런 말이라도 해주셨으면 다른곳 가거나 잘기다렸을텐데, 저희뿐 아니라 대부분의 테이블도 같은 상황이
었습니다. 와중에 포장손님은 홀에 비해서는 빨리 음식 받아가시더라고요 저희가 갔을때 두테이블 있었는데(그 이후로 계속 들...",22.11.13.일
1,북경관,,"세트메뉴가 있는데 가격이 계속 오르네요. 세트 순서가 있을텐데, 옆 테이블 거 나올때 같이 만드느라 순서가 뒤죽박죽이긴 합니다.",22.12.24.토
1,북경관,,마시써요~ ㅋ ㅋ ㅋ 식감도최고 ,1.30.월
1,북경관,,코스요리 맛있어요,22.12.25.일
1,북경관,,오래되고 맛있는집,1.17.화
1,북경관,,리뷰보고갔는데 일반중식당과별차이를못느끼는집,1.20.금
1,북경관,,1인 22.원 코스 대박입니다. 집 근처였다면 일주일에 한번씩은 꼭 갔을거에요ㅜㅜ 왜 이런 혜자로운곳은 항상 멀리 있는지. 대박 나세요 사장님👍👍👍👍👍👍👍👍👍,22.7.26.화
1,북경관,,멋잇어용 항상,22.12.29.목
1,북경관,,,1.29.일
1,북경관,,혼밥좋아요,1.28.토
1,북경관,,해물깐풍기 처음 먹어봐요~!,22.11.4.금
1,북경관,,가지요리가 맛있어요. ,22.12.26.월
1,북경관,,맛있게먹었당 ^♡^,22.12.16.금
1,북경관,,맛있어요,1.6.금
1,북경관,,"음식너무 맛있어요 
코스요리 25천원에 가성비 갑입니다
너무 맛있습니다",1.19.목
1,북경관,,코스요리 종류가 2가지줄고 금액도 1인 3000원씩 올랐네요,22.11.12.토
1,북경관,,굿,22.12.23.금
1,북경관,,굿,1.10.화
1,북경관,,국굿,22.11.10.목
1,북경관,,"실속코스 강추예요. 
가성비 좋고 맛있어요 ~ 사장님 , 직원 모두 친절합니다  양도 푸짐해요 ",22.9.23.금
1,북경관,,좀더 친절했으면 좋겠어요,22.10.9.일
1,북경관,,1인 22000원 실속세트 가성비 지립니다 맛도 있구요,22.6.2.목
1,북경관,,ㄱ,1.26.목
1,북경관,,1인 코스요리 넘 가성비좋고 맛있어요👍 ,22.5.27.금
1,북경관,,여느 유명 중국집 보다  맛은 훨씬 좋아요 여긴 조금 늦음 줄서야 되고  코스 인당 25000원인데 맛은 정말 끝내줍니다,22.11.25.금
1,북경관,,좋아요,22.11.19.토
1,북경관,,굳,22.11.30.수
1,북경관,,"언제 먹어도 맛있어요~~
깐풍기 완전 맛있음",22.3.20.일
1,북경관,,맛있고 직원도 친절해요~~^^,22.11.3.목
1,북경관,,간짜장이 제입맛에는 많이 짜웠어요,22.9.20.화
1,북경관,,"부산진역에서 젤맛있는 중국집임.
존맛탱. 여기오면 다요리시킴.갠적으로 부산진역 투탑맛짓은 북경이랑 센이자까야 라고 생각함. 북경-가지탕수육,센이자까야-갈비찜 내 최애메뉴임. 또가고싶다...",22.1.2.일
1,북경관,,완죤맛남,22.9.2.금
1,북경관,,단골집,22.7.25.월
1,북경관,,굳,22.8.4.목
1,북경관,,볶음밥 탕수육,22.9.11.일
1,북경관,,간짜장 맛집입니다^^,22.5.4.수
1,북경관,,"북경관
맛있어요",22.6.2.목
1,북경관,,좋아요,22.7.20.수
1,북경관,,여기는 찐! 맛집이에요 ㅠ숨겨두고 싶은 그런 곳입니다... 무조건 추천해요😭😭😭,21.11.2.화
1,북경관,,좋아요 ,22.6.3.금
1,북경관,,항상 사람이 많아서 가서는 못먹고 포장해서 먹어요,22.3.18.금
1,북경관,,맛있는집이에요,22.3.18.금
1,북경관,,굿,22.6.11.토
1,북경관,,맨날가도 맛있는 가게 ㅎㅎ!,22.3.30.수
1,북경관,,^^,22.5.10.화
1,북경관,,"앞전엔 짬뽕 자극적이지 않고 간도 딱 너무 맛있게 먹었든지라 방문한건데 짬뽕이 ㅡ너무 자극적 간이 너무 짜웠답니다 혹시ㅡ주방장
님 바뀌셨는지요 동생도 넘 짭다고 다먹지도 못하고 남기고 왔답니다 짜워도 넘 짜웠답니다 사장님 ㅡㅜ",21.12.15.수
1,북경관,,좋아요,22.5.20.금
1,북경관,,해물깐풍 시켰는데 절반이 버섯이였어요……. 가성비가 너무….,22.2.22.화
1,북경관,,"화상노포 맛집입니다. 세트메뉴먹었는데 가성비 좋고 음식맛 뛰어납니다. 멀어서 자주 못가겠지만 재방문의사 있습니다. 참. 그리고 친
절하세요",22.1.13.목
1,북경관,,해물깐풍이 옛날보다 해물이 작아진 느낌이지만 맛은 있어요. 여름에만 하는 중국식냉면 겨울에도 해주심안되나요? 겨울에도 중국식냉면먹고싶어요,21.12.18.토
1,북경관,,탕수육 진짜 맛있어요,22.3.8.화
1,북경관,,"북경관
맛있어요",22.6.2.목
1,북경관,,"북경관
맛있어요",22.6.2.목
1,북경관,,북경관 맛있어요,22.6.2.목
1,북경관,,메뉴 다양한 것 같고 맛있네요~ㅎㅎ,22.2.7.월
1,북경관,,탕수육 괜찮은듯 아닌듯. 고기가 좀 질겨서 아쉬웠음. 간짜장은 쏘쏘. 잡채밥 맛잇어보임. 동네 아저씨 손님들 바글바글,22.3.19.토
1,북경관,,너무하네요ㅠ,22.3.27.일
1,북경관,,굿,22.3.29.화
1,북경관,,친절해요,22.3.29.화
1,북경관,,"여기 식사(짬뽕이나 삼선짬뽕) 맛있고 특히 요리도 맛있어요 가성비 좋은데 단점은 오래걸립니다 점심시간 이럴때 주문밀리면 엄청 기
다려요",21.12.8.수
1,북경관,,친절해요.,22.3.29.화
1,북경관,,굿,22.3.29.화
